"GOTerm.identifier","GOTerm.name","GOTerm.namespace","GOTerm.description"
"GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."
"GO:0016641","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which a CH-NH2 group acts as a hydrogen or electron donor and reduces an oxygen molecule."
"GO:0016651","oxidoreductase activity, acting on NAD(P)H","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."
"GO:0016671","oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which a sulfur-containing group acts as a hydrogen or electron donor and reduces disulfide."
"GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and two oxygen atoms is incorporated into a donor."
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor."
"GO:0016706","2-oxoglutarate-dependent dioxygenase activity","molecular_function","Catalysis of the reaction: A + 2-oxoglutarate + O2 = B + succinate + CO2. This is an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from 2-oxoglutarate and one other donor, and one atom of oxygen is incorporated into each donor."
"GO:0016714","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced pteridine and one other donor, and one atom of oxygen is incorporated into one donor."
"GO:0016715","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced ascorbate and one other donor, and one atom of oxygen is incorporated into one donor."
"GO:0016717","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced to two molecules of water."
"GO:0016740","transferase activity","molecular_function","Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."
"GO:0016742","hydroxymethyl-, formyl- and related transferase activity","molecular_function","Catalysis of the transfer of a hydroxymethyl- or formyl group from one compound (donor) to another (acceptor)."
"GO:0016743","carboxyl- or carbamoyltransferase activity","molecular_function","Catalysis of the transfer of a carboxyl- or carbamoyl group from one compound (donor) to another (acceptor)."
"GO:0016746","transferase activity, transferring acyl groups","molecular_function","Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor)."
"GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","molecular_function","Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor)."
"GO:0016757","transferase activity, transferring glycosyl groups","molecular_function","Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"GO:0016758","transferase activity, transferring hexosyl groups","molecular_function","Catalysis of the transfer of a hexosyl group from one compound (donor) to another (acceptor)."
"GO:0016763","transferase activity, transferring pentosyl groups","molecular_function","Catalysis of the transfer of a pentosyl group from one compound (donor) to another (acceptor)."
"GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","molecular_function","Catalysis of the transfer of an alkyl or aryl (but not methyl) group from one compound (donor) to another (acceptor)."
"GO:0016768","spermine synthase activity","molecular_function","Catalysis of the reaction: S-adenosylmethioninamine + spermidine = 5'-methylthioadenosine + spermine."
"GO:0016772","transferase activity, transferring phosphorus-containing groups","molecular_function","Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."
"GO:0016773","phosphotransferase activity, alcohol group as acceptor","molecular_function","Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to an alcohol group (acceptor)."
"GO:0016779","nucleotidyltransferase activity","molecular_function","Catalysis of the transfer of a nucleotidyl group to a reactant."
"GO:0016780","phosphotransferase activity, for other substituted phosphate groups","molecular_function","Catalysis of the transfer of a substituted phosphate group, other than diphosphate or nucleotidyl residues, from one compound (donor) to a another (acceptor)."
"GO:0016785","transferase activity, transferring selenium-containing groups","molecular_function","Catalysis of the transfer of a selenium-containing group from one compound (donor) to another (acceptor)."
"GO:0016787","hydrolase activity","molecular_function","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."
"GO:0016788","hydrolase activity, acting on ester bonds","molecular_function","Catalysis of the hydrolysis of any ester bond."
"GO:0016791","phosphatase activity","molecular_function","Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate."
"GO:0016798","hydrolase activity, acting on glycosyl bonds","molecular_function","Catalysis of the hydrolysis of any glycosyl bond."
"GO:0016805","dipeptidase activity","molecular_function","Catalysis of the hydrolysis of a dipeptide."
"GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","molecular_function","Catalysis of the hydrolysis of any carbon-nitrogen bond, C-N, with the exception of peptide bonds."
